uid,from_uid,latent_dim,beta,epochs,encoder_batch_norm,learning_rate,loss,val_loss
447,,75,1,12,true,0.01,382.90306754087203,383.04288929246775
448,,80,1,12,true,0.01,382.91371240637307,382.83622028052866
449,,75,1,12,true,0.01,382.8704653809326,382.82426156878125
450,,80,1,12,true,0.01,382.9093784524012,383.0193854601427
451,,75,1,12,true,0.01,382.8446015846613,382.8187543966501
452,,75,1,12,true,0.01,382.8593201461987,382.88255505759554
453,,80,1,12,true,0.01,382.93037502692323,382.9855735138734
454,,75,1,12,true,0.01,382.86296600089963,382.9331718599325
455,,5,1,14,true,0.01,382.93513810428925,382.39737509393643
456,,80,1,12,true,0.01,382.9199852682287,383.05601776623337
457,,80,1,12,true,0.01,382.91529755760473,382.90596810233285
458,,75,1,12,true,0.01,382.8765066251304,382.87225674341363
459,,75,1,12,true,0.01,382.91920440284633,382.85309870838546
460,,75,1,12,true,0.01,382.892696623863,382.84976596519596
461,,80,1,12,true,0.01,382.8948720487007,382.83849038222485
462,,80,1,12,true,0.01,382.941872598887,382.88304116112056
463,,70,1,12,true,0.01,382.87884681741724,382.8428363855228
464,,75,1,12,true,0.01,382.95667916460314,382.7577537897123
465,,80,1,12,true,0.01,382.8899085122843,382.92835217202753
466,,75,1,12,true,0.01,382.9061768997547,382.91077331130964
467,,5,1,10,false,0.01,385.1956150560642,384.70675703322763
468,,75,1,12,true,0.01,382.90239542154825,382.8625146613861
469,,75,1,12,true,0.01,382.87596436004753,382.8083322170041
470,,75,1,12,true,0.01,382.9170134559397,382.7757173131724
471,,75,1,12,true,0.01,382.9093829853948,382.75410501154545
472,,80,1,12,true,0.01,382.8994021347744,382.8819694850116
473,,75,1,12,true,0.01,382.8814090806027,382.8686468405802
474,,75,1,12,true,0.01,382.8807309401813,382.82714237518456
475,,85,1,12,true,0.01,382.98120458306715,382.9517904960316
476,,75,1,12,true,0.01,382.9009199779193,382.95069739581766
477,,75,1,12,true,0.01,382.91145060282406,382.78319779840245
478,,75,1,12,true,0.01,382.9047368958939,382.8368442575865
479,,80,1,12,true,0.01,382.9326943170729,382.81384365629896
480,,75,1,12,true,0.01,382.85286227868005,382.83624650151427
481,,75,1,12,true,0.01,382.8976933106568,383.00754078466844
482,,70,1,12,true,0.01,382.8825440002579,382.96021587846366
483,,80,1,12,true,0.01,382.9515769826856,382.9730519779393
484,,75,1,12,true,0.01,382.9131097242694,382.8999640557667
485,,75,1,12,true,0.01,382.89585419731395,382.8433053321066
486,,45,1,14,true,0.01,383.01227648155236,382.8348421926324
487,,75,1,12,true,0.01,382.8927963726161,382.85671608611267
488,,80,1,12,true,0.01,382.9435614366238,382.9483934216697
489,,80,1,12,true,0.01,382.8934669580481,382.9124922720193
490,,75,1,12,true,0.01,382.8535478367273,382.9488807317721
491,,75,1,12,true,0.01,382.8922274361315,382.852325557168
492,,75,1,12,true,0.01,382.85711184571045,382.9298774917882
493,,70,1,12,true,0.01,382.8429512086884,382.8039675264717
494,,75,1,12,true,0.01,382.8728977669833,382.7656869180177
495,,80,1,12,true,0.01,382.96856643665313,382.8644714355469
496,,75,1,12,true,0.01,382.8737109356685,382.86304696799476
497,,75,1,12,true,0.01,382.8728079541858,382.87546317855555
498,,80,1,12,true,0.01,382.94402176441326,382.86581794643126
499,,5,3.200000000000002,14,true,0.01,385.2013007349912,384.69010947364507
500,,75,1,12,true,0.01,382.8837026151069,382.95280269670627
501,,75,1,12,true,0.01,382.91699697232656,382.9858953463077
502,,80,1,12,true,0.01,382.8735879267058,382.8124678932712
503,,75,1,12,true,0.01,382.88388485060716,382.9986286218509
504,,75,1,12,true,0.01,382.9183285048557,382.9529286516092
505,,80,1,12,true,0.01,382.9319541570573,382.8178592339776
506,,75,1,12,true,0.01,382.8815025106374,382.87660071613016
507,,75,1,12,true,0.01,382.8786575076997,382.9264582870322
508,,75,1,12,true,0.01,382.9547246201809,382.76951165047535
509,,75,1,12,true,0.01,382.85942889225726,382.895257256415
510,,75,1,12,true,0.01,382.89826110244604,382.7213065313856
511,,75,1,12,true,0.01,382.88750701011435,382.879626458958
512,,75,1,12,true,0.01,382.9164172070239,382.97518558925236
513,,80,1,12,true,0.01,382.9332903828374,382.8732684438001
514,,75,1,12,true,0.01,382.91376194878796,382.81551797364693
515,,100,1,10,false,0.01,385.94607521378464,385.4243727328117
516,,80,1,12,true,0.01,382.92774426516786,382.9076438028304
517,,75,1,12,true,0.01,382.96402355615584,382.8393872811916
518,,75,1,12,true,0.01,382.88912959288405,382.8711518422847
519,,75,1,12,true,0.01,382.90443437580586,382.8124042095306
520,,75,1,12,true,0.01,382.8868856465825,382.8973530223997
521,,75,1,12,true,0.01,382.8893834568785,382.8968515276564
522,,75,1,12,true,0.01,382.87795088725795,382.7520974434215
523,,75,1,12,true,0.01,382.8869297402476,382.97463447769445
524,,75,1,12,true,0.01,382.95466104380097,382.8285722870491
525,,75,1,12,true,0.01,382.91697362054134,382.88365501470025
526,,80,1,12,true,0.01,382.90123419679384,382.93484897300846
527,,70,1,12,true,0.01,382.86224921556317,382.7901031876714
528,,85,1,12,true,0.01,382.9149123807005,383.12714326393177
529,,75,1,12,true,0.01,382.88608225359565,382.78085733264714
530,,75,1,12,true,0.01,382.90946581555056,382.8369306308669
531,,75,1,12,true,0.01,382.86458678813295,382.8191606600696
532,,75,1,12,true,0.01,382.93032287460295,382.95528453801154
533,,75,1,12,true,0.01,382.9252906335715,382.8576690467827
534,,75,1,12,true,0.01,382.85058610756903,382.8959345583056
535,,70,1,12,true,0.01,382.9012665229906,382.7670511449889
536,,75,1,12,true,0.01,382.9320564241402,382.8426400665607
537,,75,1,12,true,0.01,382.90910894532715,382.971661059123
538,,75,1,12,true,0.01,382.9065612655605,382.9042798063449
539,,75,1,12,true,0.01,382.87688341305295,382.86911322686575
540,,75,1,12,true,0.01,382.8473548059256,382.8365687459506
541,,75,1,12,true,0.01,382.8991604666914,382.9606220241683
542,,100,3.8000000000000025,10,true,0.01,386.37965457332876,385.70742638936497
543,,75,1,12,true,0.01,382.94190153678556,383.006858185609
544,,80,1,12,true,0.01,382.94477414977524,382.8429884436965
545,,75,1,12,true,0.01,382.8947470937559,382.7921422739498
546,,80,1,12,true,0.01,382.9174707846273,382.8376978080551
547,,75,1,12,true,0.01,382.8653566742516,382.8519035199569
548,,75,1,12,true,0.01,382.9164825462347,382.8271858119689
549,,75,1,12,true,0.01,382.94336303802515,382.8736511936758
550,,75,1,12,true,0.01,382.9117945837778,382.9785483497318
551,,75,1,12,true,0.01,382.9191572413977,382.9346927065284
552,,80,1,12,true,0.01,382.905125382603,382.9404996984145
553,,75,1,12,true,0.01,382.9013769860922,382.93189744940145
554,,75,1,12,true,0.01,382.8913464785874,382.8924135890508
555,,75,1,12,true,0.01,382.9295388269675,382.90924469553283
556,,75,1,12,true,0.01,382.8803013360152,382.89995964145936
557,,80,1,12,true,0.01,382.9516474730255,382.74844492780784
558,,75,1,12,true,0.01,382.9156863648285,382.9659747543997
559,,70,1,12,true,0.01,382.88002180140984,382.8168051856693
560,,75,1,12,true,0.01,382.88560722791783,382.9053737599916
561,,75,1,12,true,0.01,382.8532261315451,382.68574198738474
562,,75,1,12,true,0.01,382.93384764342943,382.9090192127136
563,,75,1,12,true,0.01,382.9277108400635,382.89153620132254
564,,75,1,12,true,0.01,382.84781142490215,382.7700221504057
565,,75,1,12,true,0.01,382.95474119536965,382.9291886832698
566,,75,1,12,true,0.01,382.86747951178467,382.82222398336734
567,,75,1,12,true,0.01,382.9385501206234,382.9056020385389
568,,80,1,12,true,0.01,382.9393273687685,382.8457512409501
569,,80,1,12,true,0.01,382.9344177246094,382.9328815162239
570,,75,1,12,true,0.01,382.90465253184635,382.8091570744749
571,,75,1,12,true,0.01,382.9401826851366,382.9666533511538
572,,85,1,12,true,0.01,382.9646224574943,382.9371688092341
573,,75,1,12,true,0.01,382.8996016322806,383.00575890536476
574,,75,1,12,true,0.01,382.91031776651437,382.86079255180397
575,,75,1,12,true,0.01,382.86331703317677,382.8384214013154
576,,75,1,12,true,0.01,382.9044503328591,382.8214589250467
577,,75,1,12,true,0.01,382.88581235732516,382.8878467526707
578,,75,1,12,true,0.01,382.89774571481007,382.90649584749053
579,,5,1,14,false,0.01,385.18889786271905,384.7151507209329
580,,75,1,12,true,0.01,382.80837243460036,382.9539563906457
581,,75,1,12,true,0.01,382.867537652497,382.9006204926979
582,,5,5.0000000000000036,14,false,0.01,385.10863137646334,384.6697531601732
583,,75,1,12,true,0.01,382.83146714412976,382.70497009218485
584,,80,1,12,true,0.01,382.91222606524434,383.01221515357554
585,,75,1,12,true,0.01,382.8887178688593,382.9389035437353
586,,75,1,12,true,0.01,382.8334353856496,382.8411146585139
587,,75,1,12,true,0.01,382.858927378329,382.9326827252497
588,,75,1,12,true,0.01,382.93132020187664,382.91356362441235
589,,75,1,12,true,0.01,382.90927444538136,382.74115693580677
590,,75,1,12,true,0.01,382.8670073151397,382.71136630581566
591,,75,1,12,true,0.01,382.90712891998635,382.8853070250817
592,,75,1,12,true,0.01,382.88385625611727,382.92283090354164
593,,75,1,12,true,0.01,382.89592370321583,382.80861493867525
594,,75,1,12,true,0.01,382.92443481353735,382.93642729388597
595,,75,1,12,true,0.01,382.9306429314238,382.8217042133916
596,,75,1,12,true,0.01,382.8684035785558,382.8899083813453
597,,70,1,12,true,0.01,382.88151814717594,382.7738830213262
598,,75,1,12,true,0.01,382.87231348831034,382.85119820192904
599,,75,1,12,true,0.01,382.8954867729994,382.81012416092847
600,,75,1,12,true,0.01,382.8866639321748,382.8587368971586
601,,75,1,12,true,0.01,382.9378183855656,382.8252458710335
602,,75,1,12,true,0.01,382.88568495273233,382.782430856644
603,,75,1,12,true,0.01,382.9250333518438,382.8058408407949
604,,75,1,12,true,0.01,382.95165397489507,382.9046719145522
605,,75,1,12,true,0.01,382.9276976531731,382.8332923587516
606,,75,1,12,true,0.01,382.90442235650465,382.894184962303
607,,75,1,12,true,0.01,382.89668430749043,382.8752057361511
608,,75,1,12,true,0.01,382.89377774283656,382.92010780562543
609,,75,1,12,true,0.01,382.90021294538724,382.9903197182754
610,,75,1,12,true,0.01,382.8539248764828,382.9393810540754
611,,75,1,12,true,0.01,382.91224570821663,382.86651049239657
612,,75,1,12,true,0.01,382.85692059001076,382.89394661913497
613,,80,1,12,true,0.01,382.94263405023617,382.8883665815039
614,,75,1,12,true,0.01,382.93603428628154,382.85355647205733
615,,70,1,12,true,0.01,382.87754999205123,382.87938826293356
616,,70,1,12,true,0.01,382.8593940248368,382.8554743708847
617,,80,1,12,true,0.01,382.8900476843454,382.8321153278406
618,,80,1,12,true,0.01,382.904190944892,382.94945244343097
619,,75,1,12,true,0.01,382.91474977509023,382.83744477995793
620,,75,1,12,true,0.01,382.8776042735049,382.94394886160313
621,,70,1,12,true,0.01,382.87164606550806,382.8081818951245
622,,70,1,12,true,0.01,382.85412096279686,382.8018590472818
623,,100,1,12,true,0.01,383.02668893847,383.06348571483056
624,,75,1,12,true,0.01,382.9025619060405,382.8688785622872
625,,80,1,12,true,0.01,382.9157889982139,382.9187822185579
626,,80,1,12,true,0.01,382.91237205968974,382.9609621612637
627,,75,1,12,true,0.01,382.9021323018743,382.81867023052337
628,,75,1,12,true,0.01,382.9024975741616,382.82329398203956
629,,75,1,12,true,0.01,382.8685591197604,382.90296949278076
630,,75,1,12,true,0.01,382.8825359187087,382.85087436834203
631,,75,1,12,true,0.01,382.9100287538315,382.9031553645488
632,,80,1,12,true,0.01,382.96056824417286,382.9068438714817
633,,70,1,12,true,0.01,382.8412060519402,382.5920468425107
634,,75,1,12,true,0.01,382.88585750410994,382.83670747291615
635,,75,1,12,true,0.01,382.92484930772486,382.8712833592149
636,,80,1,12,true,0.01,382.93389498802924,382.78526810854817
637,,75,1,12,true,0.01,382.8666179911677,382.89328659190045
638,,75,1,12,true,0.01,382.91957974845275,382.842063469735
639,,75,1,12,true,0.01,382.8686799538019,382.8929967190513
640,,5,1,12,true,0.01,384.69526893943595,384.32345110195234
641,,80,1,12,true,0.01,382.91870980287797,382.9998698367907
642,,75,1,12,true,0.01,382.91289017170067,382.92286527628147
643,,80,1,12,true,0.01,382.8853632213857,382.79604675822685
644,,80,1,12,true,0.01,382.956099284831,382.9193446601713
645,,100,1,14,false,0.01,387.3583820160275,386.91978514918713
646,,75,1,12,true,0.01,382.93429109840935,382.91984315318564
647,,75,1,12,true,0.01,382.89108754849843,382.9366854720083
648,,75,1,12,true,0.01,382.8717192344351,382.8390170090914
649,,70,1,12,true,0.01,382.8788194134105,382.7889699466893
650,,75,1,12,true,0.01,382.8840174063291,382.8516317163392
651,,75,1,12,true,0.01,382.9012155382596,382.9403120903523
652,,75,1,12,true,0.01,382.9264459974857,382.92437370395936
653,,75,1,12,true,0.01,382.89498734241664,382.8252222397748
654,,70,1,10,true,0.01,382.8689128764125,382.8070986535303
655,,75,1,12,true,0.01,382.9109430677982,382.8385378507432
656,,75,1,12,true,0.01,382.8906560899258,382.8891154246022
657,,75,1,12,true,0.01,382.9020584003423,382.84280062963325
658,,5,1,10,false,0.01,385.11646396750206,384.68480871452545
659,,70,1,12,true,0.01,382.82692277552854,382.82226930358945
660,,75,1,12,true,0.01,382.8843865018989,382.76938390042073
661,,75,1,12,true,0.01,382.8949147916251,382.8730090591004
662,,75,1,12,true,0.01,382.89923549002486,382.76157590301426
663,,25,1.2000000000000002,12,true,0.01,383.11125478927454,383.0079613798724
664,,75,1,12,true,0.01,382.88218534430973,382.8217325238161
665,,75,1,12,true,0.01,382.9195986359261,382.81160757419804
666,,80,1,12,true,0.01,382.92067458087666,382.9925021518277
667,,75,1,12,true,0.01,382.9161896644816,382.8685672359044
668,,5,5.0000000000000036,10,false,0.01,385.1212214849192,384.6764348912032
669,,80,1,12,true,0.01,382.9273775047766,382.9512415327699
670,,75,1,12,true,0.01,382.9014173938382,382.8167156046589
671,,75,1,12,true,0.01,382.9311016337458,382.88982936524377
672,,75,1,12,true,0.01,382.92281188735905,382.7765056496071
673,,75,1,12,true,0.01,382.8706301712757,382.9196022497194
674,,80,1,12,true,0.01,382.8774234378035,382.9998468823925
675,,75,1,12,true,0.01,382.8813729311234,382.7779976854904
676,,75,1,12,true,0.01,382.91684960424675,382.848116691685
677,,5,1,10,true,0.01,384.3206468295366,383.53111315647226
678,,70,1,12,true,0.01,382.8525840719213,382.8278697647492
679,,80,1,12,true,0.01,382.9221159125841,382.95914752779953
680,,75,1,12,true,0.01,382.8932569522386,382.976018951622
681,,80,1,12,true,0.01,382.94521655163544,382.8472300927687
682,,85,1,12,true,0.01,382.94835113960374,382.96082623002616
683,,5,1,14,true,0.01,382.8033419760231,382.55257610736726
684,,75,1,12,true,0.01,382.8471166863982,382.77982538530426
685,,80,1,12,true,0.01,382.8972753365954,382.8845938495868
686,,85,1,12,true,0.01,382.9401664075687,382.950911901726
687,,75,1,12,true,0.01,382.91531053845006,382.91649369448567
688,,75,1,12,true,0.01,382.87819800409085,382.86548522537214
689,,75,1,12,true,0.01,382.88585958745546,382.8880482805155
690,,80,1,12,true,0.01,382.91263769769347,382.85006137064363
691,,80,1,12,true,0.01,382.9069134883208,382.84051946273996
692,,80,1,12,true,0.01,382.943246782765,382.84976275746595
693,,75,1,12,true,0.01,382.8713843194685,382.781027695482
694,,80,1,12,true,0.01,382.91461758567084,382.95652331036797
695,,80,1,12,true,0.01,382.938491832736,382.87954623627917
696,,75,1,12,true,0.01,382.8802467111529,382.8677233380545
697,,75,1,12,true,0.01,382.9181427894816,382.9575777118208
698,,75,1,12,true,0.01,382.93053846652583,382.868432628959
699,,75,1,12,true,0.01,382.91629229786696,382.9082240488168
700,,75,1,12,true,0.01,382.92526231380845,382.7685297025204
701,,75,1,12,true,0.01,382.88361857157406,382.8762508381298
702,,5,1,14,true,0.01,382.96641863167906,382.6204728629573
703,,75,1,12,true,0.01,382.8923713014435,382.8796100965921
704,,80,1,12,true,0.01,382.93299328860536,382.87427590645154
705,,70,1,12,true,0.01,382.86436939740304,382.8958803506114
706,,75,1,12,true,0.01,382.88439275193554,382.87302403831666
707,,75,1,12,true,0.01,382.89553443811394,382.85138745799935
708,,75,1,12,true,0.01,382.92351937776925,382.9354775998034
709,,75,1,12,true,0.01,382.92072469563925,382.81605345855684
710,,5,5.0000000000000036,10,false,0.00001,406.5546012553815,406.37881925871653
711,,75,1,12,true,0.01,382.924483440196,382.90505949073724
712,,75,1,12,true,0.01,382.88914275688063,382.75274399230426
713,,80,1,12,true,0.01,382.91430542724794,382.9405389268925
714,,85,1,12,true,0.01,382.9176168706483,382.76950108556645
715,,75,1,12,true,0.01,382.9657426334733,382.9544070031397
716,,75,1,12,true,0.01,382.90127407797996,382.9370166627742
717,,75,1,12,true,0.01,382.88119051247185,382.8167001840119
718,,75,1,12,true,0.01,382.9118726520009,382.95978515978146
719,,5,1,14,true,0.01,382.9586021448687,382.58177360159453
720,,75,1,12,true,0.01,382.8983888504475,382.96932021079436
721,,75,1,12,true,0.01,382.9066546727014,382.84433672030383
722,,75,1,12,true,0.01,382.9035582488762,382.94618753343104
723,,75,1,12,true,0.01,382.90973580339664,382.8198316936438
724,,75,1,12,true,0.01,382.88355852739693,382.78975363338697
725,,75,1,12,true,0.01,382.8830491510468,382.9514929422877
726,,80,1,12,true,0.01,382.93640290107925,382.94156089790073
727,,80,1,12,true,0.01,382.91179453799,382.848604972935
728,,75,1,12,true,0.01,382.91518024922493,382.82612843821573
729,,80,1,12,true,0.01,382.8654009281739,382.9741735062926
730,,75,1,12,true,0.01,382.90757248943584,383.0029488455939
731,,80,1,12,true,0.01,382.8897067253874,382.96200273122025
732,,70,1,12,true,0.01,382.8875625965207,382.8614960452515
733,,80,1,12,true,0.01,382.92513802278694,382.7985362215695
734,,50,1,12,true,0.01,382.66869040846814,382.77182230494174
735,,80,1,12,true,0.01,382.8940538629792,382.80046533273753
736,,80,1,12,true,0.01,382.9372782496161,382.90754250919116
737,,75,1,12,true,0.01,382.85072247676175,382.7039320530979
738,,75,1,12,true,0.01,382.8482090004923,382.84619431969287
739,,75,1,12,true,0.01,382.86663992353067,382.7634331786874
740,,75,1,12,true,0.01,382.91256283461735,382.8581499708538
741,,75,1,12,true,0.01,382.89168526262426,382.8245801051994
742,,75,1,12,true,0.01,382.929986837835,382.82535243241284
743,,75,1,12,true,0.01,382.91863042970215,382.89727786145994
744,,80,1,12,true,0.01,382.9426756942531,382.7467571321081
745,,75,1,12,true,0.01,382.8929664285578,382.8859369173114
746,,75,1,12,true,0.01,382.90819057913893,382.68991536183665
747,,75,1,12,true,0.01,382.83054033008983,382.8961279049674
748,,5,1,14,true,0.01,383.0366836104691,382.66485460331035
749,,70,1,12,true,0.01,382.8443043530658,382.7981639188879
750,,80,1,12,true,0.01,382.94179860577935,382.81381728816973
751,,75,1,12,true,0.01,382.8824044847882,382.8960328502158
752,,80,1,12,true,0.01,382.9362000610626,382.86186490477337
753,,80,1,12,true,0.01,382.9553373756037,382.7950872349532
754,,5,1,14,true,0.01,382.8363739069271,382.69875495344144
755,,75,1,12,true,0.01,382.92023442261933,382.96950399312357
756,,75,1,12,true,0.01,382.87884709214416,382.76326022612557
757,,80,1,12,true,0.01,382.8976769415132,382.9442110420308
758,,65,1,12,true,0.01,382.868389417039,382.82166327804816
759,,75,1,12,true,0.01,382.8639298343873,382.74833030296037
760,,80,1,12,true,0.01,382.89770535285186,382.8187033378285
761,,80,1,12,true,0.01,382.90514518583257,382.8959031872947
762,,80,1,12,true,0.01,382.89034988391876,382.8936625731716
763,,75,1,12,true,0.01,382.9672780362449,383.0002170073492
764,,75,1,12,true,0.01,382.9129590365731,382.8781685309562
765,,75,1,12,true,0.01,382.91151607939827,382.84115368099083
766,,75,1,12,true,0.01,382.8662337856193,382.85966513770757
767,,70,1,12,true,0.01,382.8698076618764,382.8204106447667
768,,75,1,12,true,0.01,382.9034608353016,382.8513579115688
769,,70,1,12,true,0.01,382.86605367925233,382.8327125247672
770,,75,1,12,true,0.01,382.8946148814425,382.8531695138753
771,,75,1,12,true,0.01,382.8691846728772,382.8041051940035
772,,75,1,12,true,0.01,382.9180502752031,383.0483593255598
773,,80,1,12,true,0.01,382.94247686067024,382.8265531240112
774,,75,1,12,true,0.01,382.8999411489225,383.03974256818987
775,,75,1,12,true,0.01,382.91442772649947,382.95612949529516
776,,75,1,12,true,0.01,382.91635218832783,382.88755134722305
777,,80,1,12,true,0.01,382.9429236581606,382.84106242254364
778,,80,1,12,true,0.01,382.9265289192171,382.9288360095415
779,,75,1,12,true,0.01,382.87637825899344,382.7785447653142
780,,75,1,12,true,0.01,382.86091866747205,382.8959257885483
781,,80,1,12,true,0.01,382.8956461832743,382.76137390431006
782,,75,1,12,true,0.01,382.90059035144526,382.8272701252392
783,,75,1,12,true,0.01,382.8282095995277,382.9969751694623
784,,75,1,12,true,0.01,382.9023405219591,382.9102854714904
785,,70,1,12,true,0.01,382.9051037707547,382.8018784408054
786,,75,1,12,true,0.01,382.86649440985735,382.851853108567
787,,85,1,12,true,0.01,382.96952113547184,382.82928613940453
788,,75,1,12,true,0.01,382.8676392196804,382.86817144910765
789,,75,1,12,true,0.01,382.9112866595555,382.8267588601623
790,,75,1,12,true,0.01,382.9124001963015,382.82029849193134
791,,75,1,12,true,0.01,382.8957751446529,382.9531312388877
792,,80,1,12,true,0.01,382.9389459104888,382.8513750979388
793,,100,1,12,true,0.01,383.06158964667924,382.8504163398117
794,,80,1,12,true,0.01,382.89652821683205,383.00088963007397
795,,75,1,12,true,0.01,382.8985372029653,382.81871146015396
796,,75,1,12,true,0.01,382.9103615854525,382.87256186033744
797,,75,1,12,true,0.01,382.94572777258037,382.7857208987671
798,,80,1,12,true,0.01,382.93678761029366,382.82184797266757
799,,75,1,12,true,0.01,382.93732529659513,382.8388472348308
800,,80,1,12,true,0.01,382.95805941536656,382.95103441346924
801,,75,1,12,true,0.01,382.887570907009,382.850373462173
802,,75,1,12,true,0.01,382.89340335877426,382.7988195023863
803,,20,1,14,true,0.01,382.71224093189346,382.52686815252645
804,,75,1,12,true,0.01,382.91588137512895,382.9520765725764
805,,75,1,12,true,0.01,382.9231884463425,382.9805100973455
806,,80,1,12,true,0.01,382.9541641544419,382.8513840148396
807,,70,1,12,true,0.01,382.9061936123069,382.85393436619495
808,,75,1,12,true,0.01,382.86119979156865,382.8036535515045
809,,75,1,12,true,0.01,382.9063131871835,382.8024445021509
810,,75,1,12,true,0.01,382.91834217251824,382.8504945319092
811,,75,1,12,true,0.01,382.8664184478737,382.8935309973839
812,,75,1,12,true,0.01,382.93506836944835,382.87027545513274
813,,60,1,12,true,0.01,382.96530552991726,382.81182931957045
814,,75,1,12,true,0.01,382.9279881768538,382.80550517686424
815,,75,1,12,true,0.01,382.91915614249024,382.7871966311419
816,,75,1,12,true,0.01,382.889270779609,382.7409718880428
817,,80,1,12,true,0.01,382.9178952147705,382.9813727118585
818,,75,1,12,true,0.01,382.86794178555624,382.83396371604164
819,,75,1,12,true,0.01,382.9249144179966,382.94050075784827
820,,75,1,12,true,0.01,382.9137501355319,382.76210161759053
821,,75,1,12,true,0.01,382.9267179313139,382.73019276750466
822,,75,1,12,true,0.01,382.88050110824827,382.75083559895205
823,,80,1,12,true,0.01,382.9128702768954,382.914869435383
824,,75,1,12,true,0.01,382.87449212156554,382.8224858400792
825,,100,1,10,true,0.01,384.9738127487979,384.57502589138403
826,,75,1,12,true,0.01,382.9375378436284,382.9061147456229
827,,75,1,12,true,0.01,382.8829086086219,382.8049945886478
828,,75,1,12,true,0.01,382.93010927444993,382.80712752310035
829,,75,1,12,true,0.01,382.9283681699233,382.8874461984221
830,,75,1,12,true,0.01,382.8825104835779,382.83978954230577
831,,75,1,12,true,0.01,382.8432550369997,382.8566827139491
832,,75,1,12,true,0.01,382.90728537694724,382.84582925647527
833,,75,1,12,true,0.01,382.84567354280153,382.9874469459114
834,,70,1,12,true,0.01,382.8616445645835,382.8397546104203
835,,5,3.9000000000000026,10,false,0.01,385.2026520805616,384.7275162846741
836,,75,1,12,true,0.01,382.92563127201475,382.82502409623237
837,,80,1,12,true,0.01,382.8990126407334,382.8352898622548
838,,85,1,14,true,0.00001,459.86431150852377,433.01706777221324
839,,5,5.0000000000000036,14,true,0.01,385.11748172595253,384.669916489545
840,,75,1,12,true,0.01,382.9343840476721,382.9497551472001
841,,5,1,14,true,0.01,382.8710907934154,382.53604620378985
842,,100,5.0000000000000036,10,false,0.01,385.7159732765048,385.2677519604233
843,,75,1,12,true,0.01,382.9013852278988,382.9234692712414
844,,80,1,12,true,0.01,382.92896020636016,382.99402576472283
845,,75,1,12,true,0.01,382.8856846551115,382.7578809511926
846,,80,1,12,true,0.01,382.94048252663754,383.00968089972764
847,,75,1,12,true,0.01,382.87862149558384,382.81620575216033
848,,80,1,12,true,0.01,382.9430305727067,382.8752471717827
849,,75,1,12,true,0.01,382.867476237956,382.97702470740796
850,,80,1,12,true,0.01,382.9547291073867,382.8617829458003
851,,75,1,12,true,0.01,382.9245367601056,382.8014667625023
852,,70,1,12,true,0.01,382.82285182349057,382.82405783378283
853,,70,1,12,true,0.01,382.8735805319738,382.82363856287105
854,,75,1,12,true,0.01,382.89878148095374,382.8221227485855
855,,75,1,12,true,0.01,382.89732000260807,382.8255246786855
856,,75,1,12,true,0.01,382.87010211349747,382.7976947074456
857,,75,1,12,true,0.01,382.89426142241126,382.74415857651655
858,,80,1,12,true,0.01,382.89715029007493,382.9176484772876
859,,80,1,12,true,0.01,382.9235717590286,382.8695442104064
860,,75,1,12,true,0.01,382.8893197496762,382.93701171875
861,,75,1,12,true,0.01,382.883259892732,382.90516343296093
862,,75,1,12,true,0.01,382.92638436708785,382.8581070637864
863,,100,5.0000000000000036,14,false,0.01,385.7564962638713,385.23295577075925
864,,75,1,12,true,0.01,382.93478226429164,382.97358304854185
865,,80,1,12,true,0.01,382.9425728777165,382.93419009349384
866,,75,1,12,true,0.01,382.9133306962605,382.9162271586081
867,,35,1.1,12,true,0.01,383.21526110919643,382.9785346359503
868,,75,1,12,true,0.01,382.8974192705891,382.7443084275366
869,,45,3.200000000000002,12,false,0.01,385.5135350086824,384.9554572845724
870,,70,1,12,true,0.01,382.87003179322664,382.85454866120534
871,,75,1,12,true,0.01,382.89556525331284,382.9973230757387
872,,75,1,12,true,0.01,382.8753879372553,382.774195583715
873,,70,1,12,true,0.01,382.85539974776407,382.7833541531687
874,,75,1,12,true,0.01,382.8873825751883,382.7870781511327
875,,75,1,12,true,0.01,382.90615336481824,382.9022294194397
876,,75,1,12,true,0.01,382.93780297796616,382.7793175928158
877,,75,1,12,true,0.01,382.9284150337511,382.7177069874601
878,,75,1,12,true,0.01,382.9168062660807,382.79843713508393
879,,70,1,12,true,0.01,382.8981671229575,382.7501403161162
880,,75,1,12,true,0.01,382.90504600942717,382.8554087742775
881,,80,1,12,true,0.01,382.90722278500533,382.9152835856983
882,,75,1,12,true,0.01,382.8720068276957,382.99242384201534
883,,75,1,12,true,0.01,382.89147351687774,382.9493063592865
884,,75,1,12,true,0.01,382.87418229832116,382.87752045178024
885,,75,1,12,true,0.01,382.8837096893242,382.8062821538147
886,,75,1,12,true,0.01,382.8741106174981,382.68607888732146
887,,80,1,12,true,0.01,382.9330141220608,383.0292222437771
888,,75,1,12,true,0.01,382.98132823305923,382.76585625084755
889,,75,1,12,true,0.01,382.89805416442,382.91188795334347
890,,75,1,12,true,0.01,382.90569168628826,382.88574398265166
891,,75,1,12,true,0.01,382.9067259414341,382.8847841650909
892,,75,1,12,true,0.01,382.9116350132455,382.92197641135414
893,,75,1,12,true,0.01,382.9532351883747,382.8549731409998
894,,80,1,12,true,0.01,382.92548784168696,383.0533332493634
