MOA	model	zscore	metric
dopamine receptor antagonist|serotonin receptor agonist	MMD	-1.8123913654803323	L2 distance
dopamine receptor antagonist|serotonin receptor agonist	PCA	-1.2752021115014216	L2 distance
dopamine receptor antagonist|serotonin receptor agonist	Complete	-0.6232975730084324	L2 distance
glutamate receptor antagonist|sigma receptor agonist	Vanilla	-0.8923330391651744	L2 distance
glutamate receptor antagonist|sigma receptor agonist	Beta	-1.82605965706943	L2 distance
glutamate receptor antagonist|sigma receptor agonist	MMD	-0.9488941940022353	L2 distance
glutamate receptor antagonist|sigma receptor agonist	PCA	-1.1645135375223779	L2 distance
glutamate receptor antagonist|sigma receptor agonist	Complete	-0.904946565222207	L2 distance
acetylcholinesterase inhibitor|cholinesterase inhibitor	Vanilla	0.7197638261783379	L2 distance
acetylcholinesterase inhibitor|cholinesterase inhibitor	Beta	-1.6038067538401652	L2 distance
acetylcholinesterase inhibitor|cholinesterase inhibitor	MMD	-0.38735487126812074	L2 distance
acetylcholinesterase inhibitor|cholinesterase inhibitor	PCA	1.2801000941792948	L2 distance
acetylcholinesterase inhibitor|cholinesterase inhibitor	Complete	1.579975561044576	L2 distance
interferon inducer|toll-like receptor agonist	Vanilla	-0.010057806125756052	L2 distance
interferon inducer|toll-like receptor agonist	Beta	-0.992574343279491	L2 distance
interferon inducer|toll-like receptor agonist	MMD	-1.5181728487175468	L2 distance
interferon inducer|toll-like receptor agonist	PCA	-0.27566141901808283	L2 distance
interferon inducer|toll-like receptor agonist	Complete	-0.4448403517366844	L2 distance
HCV inhibitor|protease inhibitor	Vanilla	-0.5534283368367702	L2 distance
HCV inhibitor|protease inhibitor	Beta	0.0422504250541119	L2 distance
HCV inhibitor|protease inhibitor	MMD	-0.1572228381343267	L2 distance
HCV inhibitor|protease inhibitor	PCA	-0.7326028862427635	L2 distance
HCV inhibitor|protease inhibitor	Complete	-0.4059900061802094	L2 distance
cyclooxygenase inhibitor|platelet aggregation inhibitor	Vanilla	-0.8601411224594606	L2 distance
cyclooxygenase inhibitor|platelet aggregation inhibitor	Beta	-0.06295707547499807	L2 distance
cyclooxygenase inhibitor|platelet aggregation inhibitor	MMD	-0.6161693541643131	L2 distance
cyclooxygenase inhibitor|platelet aggregation inhibitor	PCA	0.36740969771844617	L2 distance
cyclooxygenase inhibitor|platelet aggregation inhibitor	Complete	-0.20041160407576025	L2 distance
leukotriene receptor antagonist|phosphodiesterase inhibitor	Vanilla	-1.4624436710381068	L2 distance
leukotriene receptor antagonist|phosphodiesterase inhibitor	Beta	-1.2737190885432754	L2 distance
leukotriene receptor antagonist|phosphodiesterase inhibitor	MMD	-2.0952676333973903	L2 distance
leukotriene receptor antagonist|phosphodiesterase inhibitor	PCA	-1.816747281632253	L2 distance
leukotriene receptor antagonist|phosphodiesterase inhibitor	Complete	-2.249347170405219	L2 distance
CDK inhibitor|glycogen synthase kinase inhibitor	Vanilla	2.505280480009517	L2 distance
CDK inhibitor|glycogen synthase kinase inhibitor	Beta	2.652865840670862	L2 distance
CDK inhibitor|glycogen synthase kinase inhibitor	MMD	1.9441390591734342	L2 distance
CDK inhibitor|glycogen synthase kinase inhibitor	PCA	2.6230091773544606	L2 distance
CDK inhibitor|glycogen synthase kinase inhibitor	Complete	2.4876621536840626	L2 distance
ATP channel blocker|insulin secretagogue	Vanilla	-0.07787533438164242	L2 distance
ATP channel blocker|insulin secretagogue	Beta	-0.18308857865105657	L2 distance
ATP channel blocker|insulin secretagogue	MMD	-0.6587350044807653	L2 distance
ATP channel blocker|insulin secretagogue	PCA	0.051274117001800866	L2 distance
ATP channel blocker|insulin secretagogue	Complete	0.15689269283584295	L2 distance
adenosine receptor antagonist|phosphodiesterase inhibitor	Vanilla	-1.6258223839478032	L2 distance
adenosine receptor antagonist|phosphodiesterase inhibitor	Beta	-1.3295835268976515	L2 distance
adenosine receptor antagonist|phosphodiesterase inhibitor	MMD	-2.26017016025914	L2 distance
adenosine receptor antagonist|phosphodiesterase inhibitor	PCA	-1.4080585764349767	L2 distance
adenosine receptor antagonist|phosphodiesterase inhibitor	Complete	-1.889242167350973	L2 distance
platelet aggregation inhibitor|structural glycoprotein antagonist	Vanilla	-0.9518158670366621	L2 distance
platelet aggregation inhibitor|structural glycoprotein antagonist	Beta	-0.9141745942396445	L2 distance
platelet aggregation inhibitor|structural glycoprotein antagonist	MMD	-0.5046576492429637	L2 distance
platelet aggregation inhibitor|structural glycoprotein antagonist	PCA	-0.6764995268780584	L2 distance
platelet aggregation inhibitor|structural glycoprotein antagonist	Complete	-0.967701207980461	L2 distance
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	Vanilla	-0.4816741269357848	L2 distance
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	Beta	1.8655910847256416	L2 distance
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	MMD	-1.3515221872252057	L2 distance
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	PCA	0.013363052995696633	L2 distance
norepinephrine reputake inhibitor|serotonin reuptake inhibitor	Complete	-0.15544791664711882	L2 distance
apoptosis stimulant|NFkB pathway inhibitor	Vanilla	-0.8020704369399457	L2 distance
apoptosis stimulant|NFkB pathway inhibitor	Beta	1.2275007294842384	L2 distance
apoptosis stimulant|NFkB pathway inhibitor	MMD	-0.2623252237576248	L2 distance
apoptosis stimulant|NFkB pathway inhibitor	PCA	-0.13490945221531642	L2 distance
apoptosis stimulant|NFkB pathway inhibitor	Complete	0.06824849467499129	L2 distance
benzodiazepine receptor agonist|HDAC inhibitor	Vanilla	2.6122519636907136	L2 distance
benzodiazepine receptor agonist|HDAC inhibitor	Beta	0.044488096183649746	L2 distance
benzodiazepine receptor agonist|HDAC inhibitor	MMD	1.78427695322489	L2 distance
benzodiazepine receptor agonist|HDAC inhibitor	PCA	2.311470423191312	L2 distance
benzodiazepine receptor agonist|HDAC inhibitor	Complete	2.5736548911097126	L2 distance
adrenergic receptor agonist|serotonin receptor agonist	Vanilla	-1.3355582609109453	L2 distance
adrenergic receptor agonist|serotonin receptor agonist	Beta	-1.2128478071122761	L2 distance
adrenergic receptor agonist|serotonin receptor agonist	MMD	-1.959894112306937	L2 distance
adrenergic receptor agonist|serotonin receptor agonist	PCA	-1.3160393078389891	L2 distance
adrenergic receptor agonist|serotonin receptor agonist	Complete	-1.6440662234197518	L2 distance
antimalarial agent|DNA inhibitor	Vanilla	2.8974502453366964	L2 distance
antimalarial agent|DNA inhibitor	Beta	0.09204895992528994	L2 distance
antimalarial agent|DNA inhibitor	MMD	-0.7497784165519874	L2 distance
antimalarial agent|DNA inhibitor	PCA	1.814404008587203	L2 distance
antimalarial agent|DNA inhibitor	Complete	1.9774560957409721	L2 distance
DNA synthesis inhibitor|microtubule inhibitor	Vanilla	2.4452664170042477	L2 distance
DNA synthesis inhibitor|microtubule inhibitor	Beta	2.433467073638309	L2 distance
DNA synthesis inhibitor|microtubule inhibitor	MMD	1.0928804165939043	L2 distance
DNA synthesis inhibitor|microtubule inhibitor	PCA	2.035303914249849	L2 distance
DNA synthesis inhibitor|microtubule inhibitor	Complete	2.9545485910864597	L2 distance
potassium channel blocker|sodium channel blocker	Vanilla	1.605376633982305	L2 distance
potassium channel blocker|sodium channel blocker	Beta	2.1610417283820196	L2 distance
potassium channel blocker|sodium channel blocker	MMD	1.4454339343175588	L2 distance
potassium channel blocker|sodium channel blocker	PCA	2.703721651415671	L2 distance
potassium channel blocker|sodium channel blocker	Complete	2.724084094316054	L2 distance
SRC inhibitor|tubulin polymerization inhibitor	Vanilla	-1.501167792112282	L2 distance
SRC inhibitor|tubulin polymerization inhibitor	Beta	-2.9640274109835505	L2 distance
SRC inhibitor|tubulin polymerization inhibitor	MMD	-2.7327683747843423	L2 distance
SRC inhibitor|tubulin polymerization inhibitor	PCA	-2.7697276343368595	L2 distance
SRC inhibitor|tubulin polymerization inhibitor	Complete	-2.5983322123201535	L2 distance
adrenergic receptor agonist|imidazoline receptor agonist	Vanilla	1.8778692959774355	L2 distance
adrenergic receptor agonist|imidazoline receptor agonist	Beta	0.8939362045422563	L2 distance
adrenergic receptor agonist|imidazoline receptor agonist	MMD	0.32535914951480993	L2 distance
adrenergic receptor agonist|imidazoline receptor agonist	PCA	0.7455163698536279	L2 distance
adrenergic receptor agonist|imidazoline receptor agonist	Complete	1.2197874829821551	L2 distance
SRC inhibitor|VEGFR inhibitor	Vanilla	-0.19345210368781124	L2 distance
SRC inhibitor|VEGFR inhibitor	Beta	-0.09960478441753047	L2 distance
SRC inhibitor|VEGFR inhibitor	MMD	-0.04606608959829344	L2 distance
SRC inhibitor|VEGFR inhibitor	PCA	1.153465308216723	L2 distance
SRC inhibitor|VEGFR inhibitor	Complete	0.9880864145913966	L2 distance
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	Vanilla	-1.5568226581890536	L2 distance
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	Beta	-1.7178693381416357	L2 distance
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	MMD	-0.8306605661962775	L2 distance
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	PCA	-1.9573783388166088	L2 distance
acetylcholinesterase inhibitor|monoamine oxidase inhibitor	Complete	-1.3423142222503528	L2 distance
cyclooxygenase inhibitor|NFkB pathway inhibitor	Vanilla	0.18584675425312866	L2 distance
cyclooxygenase inhibitor|NFkB pathway inhibitor	Beta	0.4253483154491306	L2 distance
cyclooxygenase inhibitor|NFkB pathway inhibitor	MMD	1.4349351505397177	L2 distance
cyclooxygenase inhibitor|NFkB pathway inhibitor	PCA	0.41275344659955887	L2 distance
cyclooxygenase inhibitor|NFkB pathway inhibitor	Complete	0.9009746656189035	L2 distance
NFkB pathway inhibitor|proteasome inhibitor	Vanilla	3.154425048942615	Pearson correlation
NFkB pathway inhibitor|proteasome inhibitor	Beta	3.160176213330822	Pearson correlation
NFkB pathway inhibitor|proteasome inhibitor	MMD	3.1595519846688638	Pearson correlation
NFkB pathway inhibitor|proteasome inhibitor	PCA	2.915413200924351	Pearson correlation
NFkB pathway inhibitor|proteasome inhibitor	Complete	3.059693178263506	Pearson correlation
dopamine receptor antagonist|serotonin receptor antagonist	Vanilla	0.6623954108955403	Pearson correlation
dopamine receptor antagonist|serotonin receptor antagonist	Beta	-0.9932870083981569	Pearson correlation
dopamine receptor antagonist|serotonin receptor antagonist	MMD	0.2259576852997222	Pearson correlation
dopamine receptor antagonist|serotonin receptor antagonist	PCA	0.8083885816569832	Pearson correlation
dopamine receptor antagonist|serotonin receptor antagonist	Complete	0.48107567663104056	Pearson correlation
cyclooxygenase inhibitor|prostanoid receptor antagonist	Vanilla	-0.6937403019396614	Pearson correlation
cyclooxygenase inhibitor|prostanoid receptor antagonist	Beta	-1.1726247346082084	Pearson correlation
cyclooxygenase inhibitor|prostanoid receptor antagonist	MMD	-1.9178433965376869	Pearson correlation
cyclooxygenase inhibitor|prostanoid receptor antagonist	PCA	-0.03960171183490367	Pearson correlation
cyclooxygenase inhibitor|prostanoid receptor antagonist	Complete	0.1292915990698338	Pearson correlation
mTOR inhibitor|PI3K inhibitor	Vanilla	2.719437419724935	Pearson correlation
mTOR inhibitor|PI3K inhibitor	Beta	3.1219844556383416	Pearson correlation
mTOR inhibitor|PI3K inhibitor	MMD	2.85188392001341	Pearson correlation
mTOR inhibitor|PI3K inhibitor	PCA	3.0000616445791715	Pearson correlation
mTOR inhibitor|PI3K inhibitor	Complete	3.064228590584894	Pearson correlation
insulin sensitizer|PPAR receptor agonist	Vanilla	0.8787454750752753	Pearson correlation
insulin sensitizer|PPAR receptor agonist	Beta	-0.2833615208602811	Pearson correlation
insulin sensitizer|PPAR receptor agonist	MMD	1.2710323310919838	Pearson correlation
insulin sensitizer|PPAR receptor agonist	PCA	0.8171398663728888	Pearson correlation
insulin sensitizer|PPAR receptor agonist	Complete	0.5721456014657152	Pearson correlation
FGFR inhibitor|VEGFR inhibitor	Vanilla	-0.9238052882142754	Pearson correlation
FGFR inhibitor|VEGFR inhibitor	Beta	-2.4834076676829375	Pearson correlation
FGFR inhibitor|VEGFR inhibitor	MMD	1.3428421498416556	Pearson correlation
FGFR inhibitor|VEGFR inhibitor	PCA	-0.4641760302255847	Pearson correlation
FGFR inhibitor|VEGFR inhibitor	Complete	-1.1962535171045376	Pearson correlation
estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	Vanilla	0.49919335126658015	Pearson correlation
estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	Beta	0.5599987003763793	Pearson correlation
estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	MMD	0.46977236288071794	Pearson correlation
estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	PCA	0.3568691263556057	Pearson correlation
estrogen receptor antagonist|selective estrogen receptor modulator (SERM)	Complete	0.6260207531372625	Pearson correlation
serotonin receptor agonist|serotonin receptor antagonist	Vanilla	1.336984668999401	Pearson correlation
serotonin receptor agonist|serotonin receptor antagonist	Beta	1.3219118860140526	Pearson correlation
serotonin receptor agonist|serotonin receptor antagonist	MMD	0.755464359671664	Pearson correlation
serotonin receptor agonist|serotonin receptor antagonist	PCA	1.4432162807217555	Pearson correlation
serotonin receptor agonist|serotonin receptor antagonist	Complete	1.4584712729957912	Pearson correlation
dehydrogenase inhibitor|inositol monophosphatase inhibitor	Vanilla	-0.37465328186026503	Pearson correlation
dehydrogenase inhibitor|inositol monophosphatase inhibitor	Beta	-0.9867883041937844	Pearson correlation
dehydrogenase inhibitor|inositol monophosphatase inhibitor	MMD	-0.048308630135773974	Pearson correlation
dehydrogenase inhibitor|inositol monophosphatase inhibitor	PCA	0.22527933384292093	Pearson correlation
dehydrogenase inhibitor|inositol monophosphatase inhibitor	Complete	-0.027706451814447922	Pearson correlation
PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	Vanilla	-0.20752195020584435	Pearson correlation
PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	Beta	1.0038736692735357	Pearson correlation
PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	MMD	0.3327748017903161	Pearson correlation
PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	PCA	0.22847390824065572	Pearson correlation
PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	Complete	-1.4047593455655834	Pearson correlation
11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	Vanilla	-0.4954323752092776	Pearson correlation
11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	Beta	0.3274115465464922	Pearson correlation
11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	MMD	0.5568127608016711	Pearson correlation
11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	PCA	0.23963457768034757	Pearson correlation
11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	Complete	-1.0638038135809613	Pearson correlation
angiogenesis inhibitor|tumor necrosis factor production inhibitor	Vanilla	-0.9523507721631689	Pearson correlation
angiogenesis inhibitor|tumor necrosis factor production inhibitor	Beta	0.5905197345371851	Pearson correlation
angiogenesis inhibitor|tumor necrosis factor production inhibitor	MMD	0.36456966644685024	Pearson correlation
angiogenesis inhibitor|tumor necrosis factor production inhibitor	PCA	0.1776034140026207	Pearson correlation
angiogenesis inhibitor|tumor necrosis factor production inhibitor	Complete	0.5014060054734888	Pearson correlation
norepinephrine reputake inhibitor|tricyclic antidepressant	Vanilla	-0.5910000430739252	Pearson correlation
norepinephrine reputake inhibitor|tricyclic antidepressant	Beta	-1.5180669728474558	Pearson correlation
norepinephrine reputake inhibitor|tricyclic antidepressant	MMD	-1.6958589613582638	Pearson correlation
norepinephrine reputake inhibitor|tricyclic antidepressant	PCA	-0.17097804361792743	Pearson correlation
norepinephrine reputake inhibitor|tricyclic antidepressant	Complete	-0.796648003866847	Pearson correlation
GABA receptor antagonist|GABA receptor modulator	Vanilla	0.24062574164995607	Pearson correlation
GABA receptor antagonist|GABA receptor modulator	Beta	-0.7774722880353705	Pearson correlation
GABA receptor antagonist|GABA receptor modulator	MMD	-0.31410324363466086	Pearson correlation
GABA receptor antagonist|GABA receptor modulator	PCA	0.5972941394887766	Pearson correlation
GABA receptor antagonist|GABA receptor modulator	Complete	0.6347867218500376	Pearson correlation
sodium channel blocker|T-type calcium channel blocker	Vanilla	0.8697936543349787	Pearson correlation
sodium channel blocker|T-type calcium channel blocker	Beta	0.16050792591087693	Pearson correlation
sodium channel blocker|T-type calcium channel blocker	MMD	0.16283564055117397	Pearson correlation
sodium channel blocker|T-type calcium channel blocker	PCA	1.0522544733282853	Pearson correlation
sodium channel blocker|T-type calcium channel blocker	Complete	0.08924465971482068	Pearson correlation
DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor	Vanilla	0.5681535492833759	Pearson correlation
DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor	Beta	-1.102383809448029	Pearson correlation
DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor	MMD	0.9473171799566947	Pearson correlation
DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor	PCA	0.719428979328133	Pearson correlation
DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor	Complete	0.720769765510999	Pearson correlation
calcium sensitizer|phosphodiesterase inhibitor	Vanilla	0.32528829902764733	Pearson correlation
calcium sensitizer|phosphodiesterase inhibitor	Beta	0.8726919105261575	Pearson correlation
calcium sensitizer|phosphodiesterase inhibitor	MMD	0.6866572098639792	Pearson correlation
calcium sensitizer|phosphodiesterase inhibitor	PCA	0.3797532080861088	Pearson correlation
calcium sensitizer|phosphodiesterase inhibitor	Complete	0.8671199780346751	Pearson correlation
microtubule inhibitor|tubulin polymerization inhibitor	Vanilla	3.1344407476993954	Pearson correlation
microtubule inhibitor|tubulin polymerization inhibitor	Beta	3.153804727515834	Pearson correlation
microtubule inhibitor|tubulin polymerization inhibitor	MMD	3.1582403846080744	Pearson correlation
microtubule inhibitor|tubulin polymerization inhibitor	PCA	2.9777325368679737	Pearson correlation
microtubule inhibitor|tubulin polymerization inhibitor	Complete	2.9788936247829967	Pearson correlation
DNA alkylating agent|DNA synthesis inhibitor	Vanilla	2.646120608228658	Pearson correlation
DNA alkylating agent|DNA synthesis inhibitor	Beta	2.5315749836986257	Pearson correlation
DNA alkylating agent|DNA synthesis inhibitor	MMD	2.9862875230194645	Pearson correlation
DNA alkylating agent|DNA synthesis inhibitor	PCA	2.540624214864206	Pearson correlation
DNA alkylating agent|DNA synthesis inhibitor	Complete	2.2978171600316877	Pearson correlation
cholesterol inhibitor|lipase clearing factor inhibitor	Vanilla	0.6242683538869385	Pearson correlation
cholesterol inhibitor|lipase clearing factor inhibitor	Beta	0.7867421073932203	Pearson correlation
cholesterol inhibitor|lipase clearing factor inhibitor	MMD	0.20710672372415248	Pearson correlation
cholesterol inhibitor|lipase clearing factor inhibitor	PCA	0.2557665872951258	Pearson correlation
cholesterol inhibitor|lipase clearing factor inhibitor	Complete	0.5176281341770198	Pearson correlation
thromboxane receptor antagonist|thromboxane synthase inhibitor	Vanilla	-1.0930796661210447	Pearson correlation
thromboxane receptor antagonist|thromboxane synthase inhibitor	Beta	-1.3638016013228829	Pearson correlation
thromboxane receptor antagonist|thromboxane synthase inhibitor	MMD	-1.2217596749675095	Pearson correlation
thromboxane receptor antagonist|thromboxane synthase inhibitor	PCA	-1.0447057161188933	Pearson correlation
thromboxane receptor antagonist|thromboxane synthase inhibitor	Complete	-0.7691258876816935	Pearson correlation
cytochrome P450 inhibitor|protein synthesis inhibitor	Vanilla	-3.0188566905898586	Pearson correlation
cytochrome P450 inhibitor|protein synthesis inhibitor	Beta	-0.21556267516623706	Pearson correlation
cytochrome P450 inhibitor|protein synthesis inhibitor	MMD	-1.813341270400958	Pearson correlation
cytochrome P450 inhibitor|protein synthesis inhibitor	PCA	-3.1344504735989656	Pearson correlation
cytochrome P450 inhibitor|protein synthesis inhibitor	Complete	-2.9362944777521647	Pearson correlation
phosphodiesterase inhibitor|sodium channel blocker	Vanilla	1.9414041585078579	Pearson correlation
phosphodiesterase inhibitor|sodium channel blocker	Beta	1.5353001788370033	Pearson correlation
phosphodiesterase inhibitor|sodium channel blocker	MMD	0.8719585969167775	Pearson correlation
phosphodiesterase inhibitor|sodium channel blocker	PCA	1.5967233467260389	Pearson correlation
phosphodiesterase inhibitor|sodium channel blocker	Complete	1.5433193879546392	Pearson correlation
AKT inhibitor|mTOR inhibitor	Vanilla	2.6881129768780063	Pearson correlation
AKT inhibitor|mTOR inhibitor	Beta	0.6874445641068125	Pearson correlation
AKT inhibitor|mTOR inhibitor	MMD	2.2056951799606335	Pearson correlation
AKT inhibitor|mTOR inhibitor	PCA	-2.916712404874533	Pearson correlation
AKT inhibitor|mTOR inhibitor	Complete	-2.9305979212856514	Pearson correlation
DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	Vanilla	-0.2868164941136372	Pearson correlation
DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	Beta	-0.6116304939508654	Pearson correlation
DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	MMD	-0.13925879086248616	Pearson correlation
DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	PCA	0.04014858579222539	Pearson correlation
DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor	Complete	-0.30064100662976523	Pearson correlation
adrenergic receptor antagonist|serotonin receptor antagonist	Vanilla	1.7556055008059894	Pearson correlation
adrenergic receptor antagonist|serotonin receptor antagonist	Beta	2.591922870718671	Pearson correlation
adrenergic receptor antagonist|serotonin receptor antagonist	MMD	1.3428506516111158	Pearson correlation
adrenergic receptor antagonist|serotonin receptor antagonist	PCA	1.7669674488773248	Pearson correlation
adrenergic receptor antagonist|serotonin receptor antagonist	Complete	1.5576628458570891	Pearson correlation
hedgehog pathway inhibitor|smoothened receptor antagonist	Vanilla	-2.101165038629155	Pearson correlation
hedgehog pathway inhibitor|smoothened receptor antagonist	Beta	-0.7368079019885508	Pearson correlation
hedgehog pathway inhibitor|smoothened receptor antagonist	MMD	0.6263604797303308	Pearson correlation
hedgehog pathway inhibitor|smoothened receptor antagonist	PCA	-0.301461199007962	Pearson correlation
hedgehog pathway inhibitor|smoothened receptor antagonist	Complete	-1.077980759464639	Pearson correlation
bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor	Vanilla	0.24185977600144887	Pearson correlation
bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor	Beta	-0.8954346921561105	Pearson correlation
bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor	MMD	0.07390276294143648	Pearson correlation
bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor	PCA	0.5318550948831055	Pearson correlation
bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor	Complete	0.4215339187023441	Pearson correlation
acetylcholine receptor agonist|benzodiazepine receptor agonist	Vanilla	1.1473071270529887	Pearson correlation
acetylcholine receptor agonist|benzodiazepine receptor agonist	Beta	0.7895955374137054	Pearson correlation
acetylcholine receptor agonist|benzodiazepine receptor agonist	MMD	1.4671187825484817	Pearson correlation
acetylcholine receptor agonist|benzodiazepine receptor agonist	PCA	1.4587533909680492	Pearson correlation
acetylcholine receptor agonist|benzodiazepine receptor agonist	Complete	1.7424149220690868	Pearson correlation
opioid receptor agonist|opioid receptor antagonist	Vanilla	1.4091214843255895	Pearson correlation
opioid receptor agonist|opioid receptor antagonist	Beta	0.5459815818123771	Pearson correlation
opioid receptor agonist|opioid receptor antagonist	MMD	0.6067683634495105	Pearson correlation
opioid receptor agonist|opioid receptor antagonist	PCA	-0.6430140484529347	Pearson correlation
opioid receptor agonist|opioid receptor antagonist	Complete	-1.4510202349238954	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	Vanilla	0.5365733942972064	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	Beta	-0.7485420760804372	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	MMD	0.007668892260066149	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	PCA	-0.11994068099186121	Pearson correlation
melatonin receptor agonist|serotonin receptor antagonist	Complete	0.3423136076554043	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	Vanilla	1.5930535935208665	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	Beta	0.8214045753037729	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	MMD	1.10023294611237	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	PCA	0.6730022060352499	Pearson correlation
dopamine receptor agonist|serotonin receptor antagonist	Complete	0.49903122743993344	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	Vanilla	-2.5766832756104647	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	Beta	-1.6594202856986218	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	MMD	-2.970743496164765	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	PCA	-1.224953868070364	Pearson correlation
DNA synthesis inhibitor|thymidylate synthase inhibitor	Complete	-2.6383126617917156	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	Vanilla	1.023673112790076	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	Beta	0.886593363174639	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	MMD	1.061063373754576	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	PCA	0.6833161908666685	Pearson correlation
histamine receptor agonist|histamine receptor antagonist	Complete	1.4139771340455995	Pearson correlation
RAF inhibitor|VEGFR inhibitor	Vanilla	1.8506634068775278	Pearson correlation
RAF inhibitor|VEGFR inhibitor	Beta	0.14083403478235038	Pearson correlation
RAF inhibitor|VEGFR inhibitor	MMD	1.343211798678621	Pearson correlation
RAF inhibitor|VEGFR inhibitor	PCA	0.23823439287027617	Pearson correlation
RAF inhibitor|VEGFR inhibitor	Complete	-0.45512870262893373	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	Vanilla	-0.9039351439294505	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	Beta	-1.3215870570553738	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	MMD	-0.9862432594975759	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	PCA	-1.4048619592033942	Pearson correlation
DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor	Complete	-2.013360385648995	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	Vanilla	0.009343679281476714	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	Beta	0.383911613382473	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	MMD	-0.4705104923553908	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	PCA	0.9428302997884207	Pearson correlation
melatonin receptor agonist|nitric oxide synthase inhibitor	Complete	0.8704371844889727	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	Vanilla	-1.5553555377652648	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	Beta	-1.7321839998238822	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	MMD	-2.078943550289246	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	PCA	-2.824869643712318	Pearson correlation
histamine receptor antagonist|platelet activating factor receptor antagonist	Complete	-2.229143416171427	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	Vanilla	0.26151513005553784	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	Beta	0.9867580015264015	Pearson correlation
estrogen receptor antagonist|progesterone receptor agonist	MMD	0.9497340397350348	Pearson correlation
